,lat,long,bedrooms,bathrooms,floors,waterfront,grade,condition,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,year_2014,quarter_0,quarter_1,quarter_2,price
12551,47.3112,-122.376,3,2.25,1.0,1,8,4,2420,7548,1370,1050,51,0,1,0,0,1,282000
12552,47.5437,-122.395,4,3.0,2.0,1,9,3,2940,7108,2220,720,7,0,1,0,0,1,870000
12553,47.4576,-122.348,3,1.75,1.0,1,7,3,1240,7620,1240,0,50,1,1,0,0,1,361810
12554,47.7261,-122.219,3,1.0,1.0,1,7,3,1150,7486,1150,0,48,0,1,0,0,1,325000
12555,47.5057,-122.23100000000001,3,1.75,1.0,1,7,3,2130,8742,1330,800,63,0,1,0,0,1,361000
12556,47.3071,-122.36,4,2.75,2.0,1,7,3,2370,7320,2370,0,29,0,1,0,0,1,310000
12557,47.5413,-122.281,3,1.0,1.0,1,7,3,1550,8778,1250,300,66,0,1,0,0,1,299000
12558,47.5772,-122.01299999999999,4,2.5,2.0,1,8,3,3050,7238,3050,0,29,0,1,0,0,1,635000
12559,47.6962,-122.179,4,2.5,2.0,1,9,3,2740,7571,2740,0,9,0,1,0,0,1,706000
12560,47.5244,-122.38600000000001,3,1.5,1.0,1,8,3,1590,7080,1310,280,66,0,1,0,0,1,720000
12561,47.6011,-122.124,4,1.5,1.0,1,7,3,1770,6650,1770,0,60,0,1,0,0,1,375000
12562,47.542,-122.36399999999999,4,2.75,1.0,1,7,4,2680,16934,1340,1340,60,0,1,0,0,1,445000
12563,47.7013,-122.369,3,1.5,1.0,1,7,3,2040,6750,1280,760,68,0,1,0,0,1,500000
12564,47.3603,-122.19,3,2.5,2.0,1,7,4,1650,5994,1650,0,29,0,1,0,0,1,273000
12565,47.6305,-122.354,4,3.25,2.0,1,11,4,4580,4838,3080,1500,27,0,1,0,0,1,2900000
12566,47.6976,-122.359,1,1.0,1.0,1,5,3,640,6350,640,0,79,0,1,0,0,1,279200
12567,47.5444,-121.881,5,3.25,2.0,1,8,3,3500,7254,2760,740,13,0,1,0,0,1,632500
12568,47.2786,-122.25,2,2.75,1.5,1,5,3,1590,20917,1590,0,98,0,1,0,0,1,199950
12569,47.5409,-122.26700000000001,3,3.0,3.0,1,10,3,3040,5067,3040,0,25,0,1,0,0,1,653000
12570,47.6035,-122.285,3,2.75,2.0,1,9,5,2500,6350,2370,130,39,0,1,0,0,1,990000
12571,47.6453,-122.303,4,2.5,2.0,1,10,3,2790,5450,1930,860,93,1,1,0,0,1,1160000
12572,47.6955,-122.291,3,1.5,1.0,1,7,3,1690,6010,1230,460,72,0,1,0,0,1,440000
12573,47.492,-122.17200000000001,4,1.0,1.0,1,6,5,1170,5400,1170,0,65,0,1,0,0,1,299950
12574,47.6799,-122.385,3,2.5,3.0,1,10,3,2830,3750,2830,0,4,0,1,0,0,1,959000
12575,47.3373,-122.266,4,2.5,2.0,1,8,3,2717,4513,2717,0,13,0,1,0,0,1,338500
12576,47.6793,-122.319,3,2.25,1.5,1,8,3,1640,4635,1540,100,88,0,1,0,0,1,517000
12577,47.4794,-122.182,3,2.5,2.0,1,7,3,1680,4584,1680,0,15,0,1,0,0,1,320000
12578,47.4723,-122.19,2,1.5,2.0,1,7,3,1200,5773,1200,0,33,0,1,0,0,1,250000
12579,47.676,-122.30799999999999,3,1.75,1.5,1,7,4,1830,4500,1830,0,109,0,1,0,0,1,518000
12580,47.6853,-122.331,4,3.0,1.5,1,8,5,2440,3600,1480,960,89,0,1,0,0,1,780000
12581,47.6848,-122.389,5,1.5,1.5,1,7,4,2180,4268,1340,840,94,0,1,0,0,1,470000
12582,47.6539,-122.329,2,1.0,1.0,1,7,3,1150,3775,1150,0,101,0,1,0,0,1,599950
12583,47.5651,-122.359,3,1.0,1.5,1,7,3,1160,3700,1160,0,109,0,1,0,0,1,315000
12584,47.6025,-122.303,3,2.0,1.5,1,7,4,2330,3600,1580,750,118,0,1,0,0,1,549000
12585,47.5446,-122.296,3,1.0,2.0,1,6,3,1850,5775,1740,110,90,0,1,0,0,1,330000
12586,47.6109,-122.11399999999999,3,2.75,2.0,1,9,4,1980,3128,1980,0,39,0,1,0,0,1,490000
12587,47.3793,-122.146,2,2.5,2.0,1,7,3,1660,2258,1660,0,37,0,1,0,0,1,160000
12588,47.5171,-122.346,2,1.75,2.0,1,8,3,1290,1493,1290,0,4,0,1,0,0,1,239800
12589,47.6367,-122.37,3,3.25,2.0,1,9,3,1290,1230,1090,200,10,0,1,0,0,1,590000
12590,47.3238,-122.292,5,2.25,1.0,1,9,3,3070,64033,2730,340,35,0,1,0,0,1,420000
12591,47.5529,-122.02600000000001,3,2.5,1.0,1,8,5,3020,50800,1510,1510,50,0,1,0,0,1,735000
12592,47.6101,-122.04700000000001,5,3.25,2.0,1,8,3,3710,34200,2510,1200,32,0,1,0,0,1,635000
12593,47.6699,-122.416,3,2.5,2.0,2,11,3,3280,29111,3280,0,93,0,1,0,0,1,1875000
12594,47.7461,-122.195,2,1.5,1.0,1,6,1,1380,209959,1380,0,64,0,1,0,0,1,270000
12595,47.4486,-122.353,3,2.75,2.0,1,7,3,3070,5280,2360,710,68,1,1,0,0,1,350000
12596,47.695,-121.91799999999999,3,2.75,1.0,1,7,3,2600,12860,1350,1250,53,0,1,0,0,1,430000
12597,47.5655,-122.11399999999999,4,2.5,2.0,1,10,3,3320,9380,3320,0,30,0,1,0,0,1,1108000
12598,47.504,-122.382,3,1.75,1.0,1,8,3,2120,10875,1540,580,41,0,1,0,0,1,578000
12599,47.3624,-122.031,3,1.75,1.0,1,7,4,1540,12600,1160,380,38,0,1,0,0,1,272500
12600,47.4931,-122.29799999999999,3,1.5,1.0,1,7,3,1150,11571,1150,0,57,0,1,0,0,1,213500
12601,47.5506,-122.101,3,3.25,1.0,1,11,3,3780,10623,2650,1130,19,0,1,0,0,1,1153000
12602,47.5975,-122.17399999999999,4,1.75,1.5,1,9,4,2620,11041,2620,0,56,0,1,0,0,1,720000
12603,47.3204,-122.322,3,1.5,1.0,1,7,4,1380,12196,1380,0,51,0,1,0,0,1,285000
12604,47.7025,-122.198,3,1.75,1.0,1,7,4,1850,8667,880,970,36,0,1,0,0,1,450000
12605,47.375,-122.166,3,1.0,1.5,1,5,3,1030,60720,1030,0,106,0,1,0,0,1,209900
12606,47.5513,-122.162,4,2.5,1.0,1,8,4,2980,9235,1690,1290,41,0,1,0,0,1,623000
12607,47.77,-122.259,4,2.25,1.0,1,7,4,2550,10000,1560,990,39,0,1,0,0,1,452250
12608,47.1903,-122.01299999999999,3,2.5,2.0,1,8,3,1980,9907,1980,0,27,0,1,0,0,1,319950
12609,47.3845,-122.085,3,1.0,1.0,1,7,3,1180,9832,1180,0,48,0,1,0,0,1,169950
12610,47.7698,-122.26799999999999,3,2.5,2.0,1,8,3,1970,9153,1970,0,11,0,1,0,0,1,509950
12611,47.4551,-122.15100000000001,4,1.75,1.0,1,8,4,1880,9880,1880,0,51,0,1,0,0,1,333000
12612,47.4451,-121.76799999999999,3,1.0,1.0,1,7,3,970,9600,970,0,46,0,1,0,0,1,242000
12613,47.6006,-122.194,4,2.75,1.0,1,8,4,2100,11894,1720,380,50,0,1,0,0,1,640000
12614,47.4116,-122.29299999999999,3,1.0,1.0,1,7,3,1190,9083,1190,0,63,0,1,0,0,1,230000
12615,47.4258,-122.322,3,1.0,1.0,1,7,3,1190,9199,1190,0,63,0,1,0,0,1,228000
12616,47.4377,-122.279,4,2.0,1.0,1,7,3,1890,8362,1890,0,52,0,1,0,0,1,312000
12617,47.7769,-122.376,4,1.75,1.0,1,8,4,1790,10186,1790,0,53,0,1,0,0,1,380000
12618,47.559,-122.164,4,2.5,1.0,1,9,3,1710,9627,1440,270,42,1,1,0,0,1,749000
12619,47.7688,-122.337,3,1.0,1.0,1,7,3,1570,9136,1570,0,65,0,1,0,0,1,330000
12620,47.6495,-122.194,4,2.75,1.0,1,8,4,2240,8937,1460,780,42,0,1,0,0,1,675000
12621,47.7166,-122.225,3,1.75,1.0,1,7,4,1850,16863,1280,570,38,0,1,0,0,1,445000
12622,47.623999999999995,-122.2,3,1.5,1.0,1,8,3,1180,8545,1180,0,66,0,1,0,0,1,816000
12623,47.3121,-122.323,3,1.75,1.0,1,7,3,1380,8362,1380,0,51,0,1,0,0,1,235000
12624,47.6232,-122.14200000000001,4,1.75,1.0,1,8,4,1740,8800,1740,0,53,0,1,0,0,1,560000
12625,47.3691,-122.074,4,2.5,2.0,1,7,3,2040,8076,2040,0,24,0,1,0,0,1,279000
12626,47.3174,-122.18,3,1.75,1.0,1,7,4,1610,14182,1100,510,40,0,1,0,0,1,225000
12627,47.3812,-122.023,3,2.75,2.0,1,7,3,2170,8396,2170,0,23,0,1,0,0,1,353000
12628,47.4557,-122.348,3,1.75,1.0,1,7,5,1320,9450,1320,0,75,0,1,0,0,1,338995
12629,47.4419,-122.133,3,2.25,2.0,1,8,3,2280,8765,2280,0,41,0,1,0,0,1,356000
12630,47.7207,-122.165,4,2.25,1.0,1,7,4,2120,7700,1490,630,42,0,1,0,0,1,426000
12631,47.5136,-122.316,2,1.0,1.0,1,6,3,680,6400,680,0,75,0,1,0,0,1,179900
12632,47.4391,-122.161,4,2.5,1.0,1,8,4,2720,7697,2120,600,31,0,1,0,0,1,348000
12633,47.7211,-122.166,3,2.25,1.0,1,7,4,2280,8500,1680,600,41,0,1,0,0,1,419950
12634,47.5865,-122.056,5,2.5,2.0,1,9,3,3320,9024,3320,0,19,0,1,0,0,1,800000
12635,47.3427,-122.274,4,2.5,1.0,1,7,3,1960,7875,1220,740,40,0,1,0,0,1,234500
12636,47.5071,-122.16,5,2.5,1.0,1,7,3,2130,7111,1330,800,50,0,1,0,0,1,360000
12637,47.5723,-122.021,3,2.5,2.0,1,8,3,2080,7749,2080,0,30,0,1,0,0,1,550000
12638,47.3262,-122.214,6,3.0,2.0,1,7,3,2400,9373,2400,0,27,0,1,0,0,1,280000
12639,47.7287,-122.31,4,2.0,1.0,1,7,4,1350,7255,1350,0,59,0,1,0,0,1,400000
12640,47.7165,-122.319,3,2.0,1.0,1,7,3,1860,7232,1320,540,33,0,1,0,0,1,460000
12641,47.7612,-122.344,3,2.5,3.0,1,7,3,2050,3218,2050,0,10,0,1,0,0,1,427000
12642,47.4869,-122.324,2,1.0,1.0,1,6,4,790,7153,790,0,74,0,1,0,0,1,118125
12643,47.7652,-122.31,3,1.0,1.0,1,7,3,1390,8333,1390,0,36,0,1,0,0,1,315000
12644,47.3588,-122.088,3,2.5,1.0,1,7,4,1730,6653,1360,370,28,0,1,0,0,1,269000
12645,47.6937,-122.338,3,2.25,2.0,1,8,3,2170,5001,2170,0,4,0,1,0,0,1,802000
12646,47.2895,-122.37,4,2.75,1.0,1,8,4,2250,7345,1320,930,34,0,1,0,0,1,260000
12647,47.2068,-121.992,3,1.0,1.5,1,5,4,910,5800,910,0,118,0,1,0,0,1,169900
12648,47.4845,-122.33,3,1.0,1.0,1,6,2,1500,6600,1500,0,48,0,1,0,0,1,243000
12649,47.5615,-122.279,5,2.0,1.0,1,7,5,3110,6131,1560,1550,78,0,1,0,0,1,719000
12650,47.7458,-121.977,4,2.25,2.0,1,8,3,1930,6508,1930,0,22,0,1,0,0,1,360000
12651,47.5263,-122.286,3,1.0,1.0,1,7,3,1620,5040,1120,500,54,0,1,0,0,1,333000
12652,47.669,-122.275,4,3.5,2.0,1,9,3,2800,6750,1890,910,67,1,1,0,0,1,880000
12653,47.6879,-122.29799999999999,4,1.75,1.0,1,8,3,2350,5946,1350,1000,61,0,1,0,0,1,555000
12654,47.5681,-122.384,4,1.5,1.5,1,7,3,1330,5750,1330,0,103,0,1,0,0,1,500000
12655,47.553000000000004,-122.37,4,1.0,1.0,1,7,3,1030,5750,1030,0,47,0,1,0,0,1,310000
12656,47.6914,-122.309,3,1.75,1.0,1,7,4,1830,5488,1010,820,79,0,1,0,0,1,450000
12657,47.3352,-122.19,4,2.5,2.0,1,8,3,2430,5366,2430,0,16,0,1,0,0,1,321000
12658,47.6971,-122.37200000000001,2,1.0,1.0,1,7,3,930,5400,930,0,66,0,1,0,0,1,379000
12659,47.5346,-121.881,4,2.5,2.0,1,7,3,3020,6788,3020,0,16,0,1,0,0,1,530000
12660,47.7328,-122.34,1,1.0,1.0,1,6,3,710,4725,710,0,79,0,1,0,0,1,264000
12661,47.5324,-122.387,2,1.0,1.0,1,7,3,780,4132,780,0,76,0,1,0,0,1,289000
12662,47.4644,-122.15100000000001,4,2.5,2.0,1,8,3,2150,5397,2150,0,20,0,1,0,0,1,400000
12663,47.6962,-122.346,4,1.0,1.5,1,6,4,1080,6095,1080,0,94,0,1,0,0,1,425000
12664,47.5362,-122.271,3,1.75,1.5,1,7,5,1670,5209,1670,0,110,0,1,0,0,1,329900
12665,47.6489,-122.37200000000001,2,0.75,1.0,1,7,3,1040,4000,930,110,109,0,1,0,0,1,550000
12666,47.6084,-122.304,2,1.0,1.0,1,6,3,680,4800,680,0,101,0,1,0,0,1,365000
12667,47.5313,-122.28,2,1.0,1.0,1,7,3,810,4755,810,0,38,0,1,0,0,1,155000
12668,47.6718,-122.39399999999999,4,3.0,2.0,1,9,3,2370,3836,1750,620,49,1,1,0,0,1,957000
12669,47.68,-122.399,3,2.0,1.5,1,8,5,1570,4625,1570,0,91,0,1,0,0,1,835000
12670,47.6579,-122.39399999999999,3,2.25,2.0,1,7,3,1760,1800,1330,430,35,0,1,0,0,1,440000
12671,47.3671,-122.113,3,2.5,2.0,1,7,3,1980,4500,1980,0,6,0,1,0,0,1,317950
12672,47.7106,-122.03,2,2.0,1.0,1,8,3,1350,4225,1350,0,15,0,1,0,0,1,428000
12673,47.6601,-122.275,4,1.75,1.5,1,8,4,2120,4000,1920,200,89,0,1,0,0,1,980000
12674,47.5536,-122.26700000000001,2,1.0,1.0,1,6,3,1010,4000,1010,0,107,0,1,0,0,1,385000
12675,47.708999999999996,-122.01799999999999,2,2.0,1.0,1,8,3,1510,3961,1510,0,8,0,1,0,0,1,485000
12676,47.662,-122.34899999999999,3,1.5,1.5,1,8,4,1780,4200,1780,0,102,0,1,0,0,1,588000
12677,47.6233,-122.319,2,1.5,1.0,1,7,3,1300,2970,990,310,115,0,1,0,0,1,550000
12678,47.6233,-122.319,2,1.0,1.0,1,7,3,970,2970,970,0,108,0,1,0,0,1,425000
12679,47.6435,-122.354,4,3.0,2.0,1,9,3,2770,2650,2180,590,4,0,1,0,0,1,1112000
12680,47.3496,-122.022,2,2.0,2.0,1,6,3,1310,2550,1310,0,14,0,1,0,0,1,219000
12681,47.5767,-122.41,3,3.5,2.0,1,8,3,1700,2197,1260,440,8,0,1,0,0,1,585000
12682,47.698,-122.34,3,3.25,3.0,1,8,3,1410,1350,1410,0,13,0,1,0,0,1,425000
12683,47.4847,-122.0,2,1.75,2.0,1,8,4,2870,102366,1770,1100,24,0,1,0,0,1,570000
12684,47.4985,-122.09200000000001,2,1.75,1.0,1,7,4,2040,114562,2040,0,50,0,1,0,0,1,499000
12685,47.4246,-122.014,3,3.25,1.0,1,9,3,2250,60548,2250,0,13,0,1,0,0,1,729000
12686,47.7531,-122.14,3,2.5,1.0,1,7,4,2510,47044,1910,600,43,0,1,0,0,1,624000
12687,47.6605,-122.069,4,3.5,2.0,1,12,3,5440,38900,5440,0,28,0,1,0,0,1,1769000
12688,47.5821,-122.016,3,2.0,1.0,1,7,5,1600,16530,1600,0,51,0,1,0,0,1,525000
12689,47.3487,-122.088,3,2.5,2.0,1,9,4,2790,48994,2790,0,34,0,1,0,0,1,450000
12690,47.6304,-121.988,3,2.5,2.0,1,9,3,2320,32772,2320,0,26,0,1,0,0,1,630000
12691,47.6525,-122.087,3,1.75,2.0,1,8,3,2420,65501,2420,0,34,0,1,0,0,1,500000
12692,47.4544,-122.366,3,2.25,1.0,1,8,3,2100,20018,1470,630,70,0,1,0,0,1,540000
12693,47.6276,-122.053,2,1.75,1.0,1,9,3,1910,12142,1910,0,42,0,1,0,0,1,435000
12694,47.5833,-122.242,4,3.0,1.0,1,9,5,2720,11740,2720,0,61,0,1,0,0,1,940000
12695,47.3154,-122.25399999999999,5,2.75,2.0,1,9,3,3220,8160,3220,0,19,0,1,0,0,1,384000
12696,47.6708,-122.14,5,3.0,1.0,1,7,3,3290,14134,1870,1420,14,0,1,0,0,1,695000
12697,47.5637,-122.139,3,1.0,1.0,1,7,5,1210,9473,1210,0,63,0,1,0,0,1,453000
12698,47.3583,-122.18299999999999,4,1.75,1.0,1,7,4,1550,9899,1550,0,51,0,1,0,0,1,229900
12699,47.7469,-122.321,2,1.5,1.0,1,7,5,1400,11245,1400,0,71,0,1,0,0,1,421000
12700,47.7027,-122.37799999999999,4,2.25,1.0,1,9,4,3740,18000,1870,1870,67,0,1,0,0,1,1150000
12701,47.5515,-122.083,3,2.5,2.0,1,9,3,2630,10047,2630,0,22,0,1,0,0,1,665000
12702,47.5716,-122.15899999999999,4,2.25,2.0,1,8,4,2130,9000,2130,0,53,0,1,0,0,1,586000
12703,47.6736,-122.167,3,1.0,1.0,1,7,3,1060,12690,1060,0,49,0,1,0,0,1,400000
12704,47.3752,-122.166,2,1.0,1.0,1,7,4,1210,18700,1210,0,78,0,1,0,0,1,198900
12705,47.551,-122.22,5,2.5,1.0,1,8,4,2490,9639,1610,880,59,0,1,0,0,1,868500
12706,47.5582,-122.139,3,2.75,1.0,1,8,5,1960,13252,1240,720,43,0,1,0,0,1,550000
12707,47.4842,-122.346,3,2.0,1.0,1,7,2,1080,9225,1080,0,63,0,1,0,0,1,147400
12708,47.463,-122.125,4,2.25,2.0,1,8,5,1740,9613,1740,0,29,0,1,0,0,1,300000
12709,47.7296,-122.28399999999999,3,1.75,1.0,1,8,4,2450,9377,1540,910,56,0,1,0,0,1,687500
12710,47.7394,-122.25200000000001,3,1.5,1.0,1,7,3,1440,9711,1140,300,62,0,1,0,0,1,450000
12711,47.361000000000004,-122.116,4,2.0,1.0,1,7,3,2220,14120,1200,1020,52,0,1,0,0,1,225000
12712,47.5928,-122.199,3,2.5,2.0,1,10,3,3060,9576,3060,0,13,0,1,0,0,1,1266520
12713,47.5144,-122.368,1,1.0,1.0,1,5,2,640,10280,640,0,98,0,1,0,0,1,110000
12714,47.4546,-122.211,3,2.5,2.0,1,8,5,2430,7857,1730,700,38,0,1,0,0,1,359000
12715,47.6237,-122.10600000000001,4,2.25,1.0,1,8,4,2260,8715,1530,730,42,0,1,0,0,1,675000
12716,47.6378,-122.117,4,2.25,1.0,1,8,4,2060,12155,2060,0,50,0,1,0,0,1,575000
12717,47.4501,-122.12799999999999,4,2.25,1.0,1,8,4,1930,8925,1930,0,44,0,1,0,0,1,289000
12718,47.5872,-122.055,4,3.75,2.0,1,10,3,4120,8258,4120,0,6,0,1,0,0,1,949950
12719,47.7235,-122.369,3,1.75,1.0,1,8,4,2940,6000,1590,1350,61,0,1,0,0,1,635000
12720,47.7228,-122.369,4,2.5,1.0,1,8,5,2080,8100,1220,860,66,0,1,0,0,1,665000
12721,47.5859,-122.12200000000001,4,1.75,1.0,1,7,4,2230,7957,2230,0,51,0,1,0,0,1,537000
12722,47.3691,-122.031,3,2.5,2.0,1,7,3,1690,17383,1690,0,15,0,1,0,0,1,293000
12723,47.5339,-121.85799999999999,5,3.5,2.0,1,9,3,2950,7980,2350,600,13,0,1,0,0,1,615000
12724,47.5089,-122.155,3,1.75,1.0,1,7,5,1880,16262,1880,0,38,0,1,0,0,1,334950
12725,47.735,-122.17399999999999,3,1.75,1.0,1,7,3,1930,7210,1110,820,43,0,1,0,0,1,434500
12726,47.3813,-122.243,2,1.0,1.0,1,6,3,830,9000,830,0,79,0,1,0,0,1,85000
12727,47.3745,-122.22399999999999,3,1.75,1.0,1,7,3,1980,9800,1980,0,27,0,1,0,0,1,306000
12728,47.3837,-122.304,3,2.0,1.0,1,7,4,1300,5000,1300,0,35,0,1,0,0,1,240000
12729,47.7105,-122.289,3,1.0,1.0,1,7,3,1360,8968,1360,0,62,0,1,0,0,1,355000
12730,47.5326,-121.855,3,2.5,2.0,1,8,3,2270,7887,2270,0,14,0,1,0,0,1,485000
12731,47.6705,-122.277,2,1.75,1.0,1,8,4,2230,6930,1530,700,71,0,1,0,0,1,766500
12732,47.6857,-122.046,4,3.0,2.0,1,9,3,3990,7838,3990,0,15,0,1,0,0,1,810000
12733,47.3401,-122.28200000000001,4,2.5,2.0,1,7,3,1740,7895,1740,0,19,0,1,0,0,1,302000
12734,47.7133,-122.213,3,1.0,1.0,1,7,3,980,6530,980,0,49,0,1,0,0,1,307500
12735,47.6762,-122.26700000000001,4,3.5,2.0,1,9,3,3590,5335,3140,450,12,0,1,0,0,1,1205000
12736,47.7132,-122.321,2,1.75,1.0,1,6,4,990,5850,990,0,76,0,1,0,0,1,458000
12737,47.5308,-121.84700000000001,3,2.5,2.0,1,7,3,2230,5800,2230,0,14,0,1,0,0,1,440000
12738,47.3002,-122.28200000000001,5,2.5,2.0,1,7,3,3597,4972,3597,0,12,0,1,0,0,1,330000
12739,47.4568,-122.117,4,2.5,2.0,1,9,3,3150,5757,3150,0,14,0,1,0,0,1,475000
12740,47.4806,-122.176,5,3.0,2.0,1,7,3,3880,8432,3880,0,14,0,1,0,0,1,430000
12741,47.5258,-122.37700000000001,2,1.0,1.0,1,7,4,1280,5250,1140,140,76,0,1,0,0,1,350000
12742,47.6071,-122.285,3,1.75,1.0,1,8,3,1300,2446,880,420,57,0,1,0,0,1,676500
12743,47.5785,-122.292,4,1.0,1.5,1,8,5,2520,5500,1820,700,106,0,1,0,0,1,765000
12744,47.5477,-122.395,4,1.0,1.0,1,7,3,1280,4840,940,340,68,0,1,0,0,1,390000
12745,47.693000000000005,-122.361,3,1.75,1.0,1,7,3,1270,4800,1270,0,65,0,1,0,0,1,335000
12746,47.5588,-122.36399999999999,3,1.75,1.0,1,6,4,2340,5668,1200,1140,77,0,1,0,0,1,396000
12747,47.4482,-122.206,4,3.5,2.0,1,8,3,3180,4869,2390,790,11,0,1,0,0,1,440000
12748,47.5574,-122.315,4,3.75,1.5,1,6,4,2220,3797,1330,890,101,0,1,0,0,1,392000
12749,47.5852,-122.391,3,3.25,2.0,1,9,3,2950,4446,2450,500,17,0,1,0,0,1,930000
12750,47.6392,-122.318,3,1.75,1.0,1,7,3,1920,4000,1070,850,68,0,1,0,0,1,615000
12751,47.7196,-122.024,2,2.0,1.0,1,8,3,1510,4908,1510,0,12,0,1,0,0,1,450000
12752,47.6206,-122.29700000000001,3,2.5,2.0,1,8,3,1740,2350,1120,620,22,0,1,0,0,1,525000
12753,47.6489,-122.337,4,1.5,1.0,1,7,4,1790,3420,1020,770,95,0,1,0,0,1,560000
12754,47.5602,-122.292,2,1.0,1.0,1,6,3,800,3000,800,0,114,0,1,0,0,1,299950
12755,47.6138,-122.29799999999999,3,2.75,1.0,1,7,4,1720,6720,1270,450,71,0,1,0,0,1,493000
12756,47.6718,-122.38600000000001,2,2.5,3.0,1,8,3,1240,1249,1240,0,12,0,1,0,0,1,459000
12757,47.6276,-122.359,3,2.5,3.0,1,9,3,1580,1487,1580,0,9,0,1,0,0,1,779000
12758,47.6429,-122.32700000000001,3,1.0,1.5,1,8,3,1980,3243,1980,0,106,0,1,0,0,1,796000
12759,47.6169,-122.309,3,3.5,2.0,1,8,3,1460,1021,1150,310,12,0,1,0,0,1,570000
12760,47.6297,-122.03299999999999,4,2.5,1.0,1,7,4,2230,12753,1180,1050,37,0,1,0,0,1,600000
12761,47.6732,-122.14299999999999,4,2.5,2.0,1,9,3,2620,10489,2620,0,28,0,1,0,0,1,683000
12762,47.7311,-122.23200000000001,4,1.75,1.0,1,7,3,1900,7313,1900,0,45,0,1,0,0,1,340000
12763,47.7088,-122.015,2,2.0,1.0,1,8,3,1680,4647,1680,0,10,0,1,0,0,1,560000
12764,47.5729,-121.676,2,1.75,2.0,1,8,3,1560,43748,1560,0,51,1,1,0,0,1,295000
12765,47.356,-122.189,3,1.5,1.0,1,7,2,1690,161913,1430,260,66,0,1,0,0,1,370000
12766,47.5847,-122.081,4,1.75,1.0,1,9,4,3100,21303,3100,0,56,0,1,0,0,1,950000
12767,47.6878,-122.285,4,1.0,1.5,1,7,3,1360,5500,1360,0,68,0,1,0,0,1,439500
12768,47.685,-122.359,3,2.0,2.0,1,7,5,1270,3090,1270,0,107,0,1,0,0,1,570000
12769,47.6903,-121.929,3,2.5,1.5,1,9,3,3680,203860,3680,0,24,0,1,0,0,1,755000
12770,47.6052,-122.044,3,1.75,1.0,1,7,4,1920,43560,1340,580,56,0,1,0,0,1,510000
12771,47.4798,-121.727,3,2.5,1.0,1,9,3,2780,32880,2780,0,25,0,1,0,0,1,560000
12772,47.6525,-122.16,5,3.25,1.0,1,11,4,4770,50094,3070,1700,45,0,1,0,0,1,1040000
12773,47.5816,-122.021,5,4.25,2.0,1,10,3,4150,12015,4150,0,4,0,1,0,0,1,1206690
12774,47.3541,-122.45299999999999,3,3.5,2.0,1,9,4,3090,27598,2020,1070,23,0,1,0,0,1,496000
12775,47.7369,-121.96,3,2.5,2.0,1,9,3,2300,27566,2300,0,23,0,1,0,0,1,510000
12776,47.5758,-122.242,5,4.25,2.0,1,11,4,6510,16471,3250,3260,38,0,1,0,0,1,1900000
12777,47.7019,-122.228,3,2.5,1.0,1,9,3,2820,14890,1770,1050,33,0,1,0,0,1,853505
12778,47.6281,-122.194,3,2.5,2.0,1,8,4,2620,14248,1830,790,41,0,1,0,0,1,680000
12779,47.7605,-122.26700000000001,3,2.5,1.0,1,8,3,2690,11575,2130,560,61,0,1,0,0,1,650000
12780,47.5599,-122.12100000000001,3,2.5,2.0,1,9,3,3300,11570,3300,0,24,0,1,0,0,1,850000
12781,47.5071,-122.387,4,1.75,2.0,1,9,4,2030,5688,1730,300,79,0,1,0,0,1,550000
12782,47.2707,-122.34,3,1.0,1.0,1,7,4,880,19600,880,0,40,0,1,0,0,1,196000
12783,47.5505,-122.219,3,2.5,1.0,1,8,4,2140,9897,2140,0,59,0,1,0,0,1,799000
12784,47.3838,-122.195,4,2.5,2.0,1,10,3,3236,9608,3236,0,13,0,1,0,0,1,450000
12785,47.4517,-122.331,3,2.25,1.0,1,7,3,1610,10454,1610,0,41,0,1,0,0,1,280000
12786,47.4893,-122.146,5,2.75,2.0,1,9,3,3370,10315,3370,0,12,0,1,0,0,1,561000
12787,47.3485,-122.301,3,2.5,2.0,1,8,3,2240,7565,2240,0,19,0,1,0,0,1,349950
12788,47.7362,-121.97399999999999,3,2.5,2.0,1,9,3,2400,7478,2400,0,16,0,1,0,0,1,489950
12789,47.4373,-122.333,3,2.5,1.0,1,7,3,1660,8125,1150,510,19,0,1,0,0,1,295000
12790,47.7106,-122.288,3,1.0,1.0,1,7,3,1150,7080,1150,0,66,0,1,0,0,1,522000
12791,47.4881,-122.14299999999999,4,2.5,2.0,1,8,3,2400,8038,2400,0,16,0,1,0,0,1,440000
12792,47.7273,-122.211,3,2.25,1.0,1,7,3,1630,7573,1230,400,35,0,1,0,0,1,490000
12793,47.4535,-122.35799999999999,3,1.5,1.0,1,7,3,1400,6527,1110,290,61,0,1,0,0,1,265000
12794,47.4052,-122.17,4,2.5,2.0,1,8,3,2360,7475,2360,0,26,0,1,0,0,1,340000
12795,47.5255,-122.374,3,1.5,1.0,1,7,3,1210,7560,1210,0,77,0,1,0,0,1,324950
12796,47.7353,-122.17200000000001,3,1.75,1.0,1,7,3,1970,7100,1590,380,42,0,1,0,0,1,408000
12797,47.7682,-122.26100000000001,4,2.25,2.0,1,8,4,2200,6900,2200,0,43,0,1,0,0,1,512500
12798,47.3522,-122.059,4,2.5,2.0,1,7,3,2040,5770,2040,0,24,0,1,0,0,1,250000
